Term	Overlap	P-value	Adjusted P-value	Odds Ratio	Combined Score	Genes
Cellular senescence	23/156	0.000200875312884935	0.00405768132027569	2.50387669642124	21.3150670835165	CDKN2B;MRE11;CDKN2A;LIN9;FOXM1;CDC25A;MAPK12;PPP1CB;PPP1CC;IL1A;IL6;CCNE1;CDK4;CHEK2;CHEK1;CDK2;VDAC3;EIF4EBP1;E2F1;VDAC1;MYBL2;RAD1;SLC25A5
Amyotrophic lateral sclerosis	42/364	0.000237261728851644	0.004493143990128	1.89744913766395	15.8367683201338	NUP107;SEH1L;PSMD11;COX4I1;NDUFA4L2;ATP5MC3;COX7A2;COX5B;UQCRH;ATP5MC1;GLE1;TUBA1C;TUBA1B;ATP5F1A;ATP5F1B;PSMB5;PSMB3;PSMD2;CYC1;RAE1;COX8A;NDC1;DNAH17;NUP155;TUBB;ALYREF;SIGMAR1;CHCHD10;COX6C;TUBB4B;COX7B2;MAPK12;COX6B1;SOD1;NUP93;PSMA4;PSMC3;NUP50;CYCS;VDAC1;ATF4;NUP37
Oocyte meiosis	20/129	0.000259457681564028	0.00462445161846473	2.65391068432513	21.9131201011982	YWHAE;PLK1;ADCY3;SMC3;PKMYT1;YWHAZ;MAPK12;CDC20;PPP1CB;MAD2L2;PPP1CC;PPP2R1B;PTTG1;YWHAQ;CCNE1;CDK2;FBXO5;BUB1;ANAPC1;MAD2L1
Protein processing in endoplasmic reticulum	24/171	0.000314931568171772	0.00530134806422483	2.36396947537797	19.0610527364494	ERO1A;HSPA8;SEC23A;HSP90AB1;RPN2;HSPA4L;PDIA6;CKAP4;PDIA4;HSP90B1;MAPK8;SEC61G;DNAJC5;DNAJB11;DNAJC10;ERP29;UBXN8;PLAA;HYOU1;CALR;MARCHF6;HSPA1B;ATF4;HSPA1A
Parkinson disease	31/249	0.000412243349139129	0.00657419656785032	2.06237307908343	16.0739227965545	PSMD11;COX4I1;NDUFA4L2;ATP5MC3;COX7A2;COX5B;UQCRH;ATP5MC1;TUBA1C;TUBA1B;ATP5F1A;MAPK8;ATP5F1B;PSMB5;PSMB3;PSMD2;CYC1;COX8A;TRAP1;TUBB;COX6C;TUBB4B;COX7B2;COX6B1;PSMA4;PSMC3;VDAC3;CYCS;VDAC1;SLC25A5;ATF4
Necroptosis	22/159	0.000668606031467197	0.010129381376728	2.32277224343037	16.9801980804051	H2AX;H2AZ1;H2AW;H2AC8;HSP90AB1;PARP1;H2AC4;H2AC16;IL1A;H2AC13;H2AJ;MAPK8;H2AC14;H2AC20;CHMP1B;H2AC21;CHMP4C;VDAC3;VDAC1;PGAM5;DNM1L;SLC25A5
Spliceosome	21/150	0.000750511422734976	0.0108288076708904	2.35387234659132	16.9355364517335	SF3A3;HSPA8;ALYREF;SF3B6;EIF4A3;SRSF1;CDC5L;THOC3;PRPF19;PHF5A;SNRPD2;PUF60;SNRPD1;SNRPE;SNRPA1;SNRPF;TXNL4A;HSPA1B;SNRPB;SRSF9;HSPA1A
Base excision repair	8/33	0.00102744713468643	0.0139602069593315	4.60632228218967	31.6946206797567	FEN1;LIG1;PARP1;PARP2;APEX1;POLE2;LIG3;UNG
Human T-cell leukemia virus 1 infection	27/219	0.00109192512722779	0.0139602069593315	2.03598151408451	13.8850131340309	SLC2A1;ADCY3;BUB1B;CDC20;MAPK8;PTTG1;CHEK2;CHEK1;E2F1;RANBP1;CDKN2B;CDKN2A;IL1R2;FOSL1;IL6;CCNE1;CDK4;CDK2;VDAC3;VDAC1;CALR;LTBR;SLC25A5;ANAPC1;RAN;ATF4;MAD2L1
Alzheimer disease	40/369	0.00113061130024048	0.0139602069593315	1.76517654408496	11.9767172363556	PSMD11;COX4I1;NDUFA4L2;ATP5MC3;ATP2A2;COX7A2;ATP2A1;COX5B;UQCRH;ATP5MC1;TUBA1C;TUBA1B;ATP5F1A;MAPK8;FRAT2;ATP5F1B;PSMB5;PSMB3;PSMD2;DVL3;CYC1;NAE1;COX8A;CSNK2A1;TUBB;FZD9;COX6C;TUBB4B;COX7B2;COX6B1;IL1A;IL6;PSMA4;PSMC3;VDAC3;CYCS;VDAC1;SLC25A5;ATF4;CDK5R1
Non-alcoholic fatty liver disease	21/155	0.00115183225737059	0.0139602069593315	2.2654310224578	15.3288154997652	COX8A;PKLR;COX4I1;NDUFA4L2;COX7A2;COX5B;COX6C;ADIPOR2;COX7B2;UQCRH;MAPK12;COX6B1;IL1A;IL6;MAPK8;BCL2L11;CYCS;CYP2E1;CYC1;PPARA;ATF4
Arginine and proline metabolism	10/50	0.00126018860090948	0.0146860440798297	3.60135135135135	24.0444002784863	OAT;GOT1;P4HA1;SMOX;AMD1;ODC1;SMS;ALDH18A1;SRM;AGMAT
One carbon pool by folate	6/20	0.00133564381385605	0.014988891688829	6.16331243813923	40.7909086181298	DHFR;MTHFD1L;SHMT2;SHMT1;TYMS;GART
Fanconi anemia pathway	10/54	0.00231692870136032	0.0250724784468635	3.27325377325377	19.8605091864035	RMI2;BRIP1;RAD51;EME1;FANCD2;UBE2T;FANCA;RPA1;FANCB;FANCE
Glyoxylate and dicarboxylate metabolism	7/30	0.00267039229577922	0.0279009953662449	4.37810678636029	25.9426026246477	SHMT2;MDH2;SHMT1;PCCB;ACO2;ACAT2;ACAT1
Pyrimidine metabolism	10/56	0.00306340291285535	0.030940369419839	3.13060265234178	18.120644802668	RRM1;UCK2;CAD;CTPS1;TK1;UMPS;TYMS;NME1;DHODH;UCKL1
RNA polymerase	7/31	0.00325796076284639	0.0318439390691115	4.19546096558808	24.0259525325215	POLR2B;POLR1A;POLR1B;POLR2F;POLR1E;POLR3G;POLR2H
Homologous recombination	8/41	0.00444795079003118	0.0421165340431078	3.48814280040186	18.889380816479	BRIP1;MRE11;RAD51;EME1;XRCC2;RPA1;RAD54L;TOPBP1
Fructose and mannose metabolism	7/33	0.00472311997369704	0.0428416665410918	3.8723183596065	20.7373710843071	PFKFB4;TPI1;GMDS;SORD;ALDOC;HK2;KHK
Pathways of neurodegeneration	46/475	0.00480731571748225	0.0428416665410918	1.55567281540276	8.3035847535809	PSMD11;COX4I1;NDUFA4L2;CACNA1B;ATP5MC3;ATP2A2;COX7A2;ATP2A1;COX5B;UQCRH;ATP5MC1;TUBA1C;TUBA1B;ATP5F1A;MAPK8;PSMB5;FRAT2;ATP5F1B;PSMB3;PSMD2;DVL3;CYC1;SPTBN2;COX8A;TRAP1;CSNK2A1;DNAH17;TUBB;SIGMAR1;FZD9;TUBB4B;COX6C;COX7B2;MAPK12;COX6B1;SOD1;IL1A;IL6;PSMA4;PSMC3;VDAC3;CYCS;VDAC1;SLC25A5;ATF4;CDK5R1
Spinocerebellar ataxia	18/143	0.00554076597106092	0.0479672025494703	2.07776223776224	10.7952682858902	NOP56;PSMD11;NFYA;TWNK;ATP2A2;ATP2A1;AFG3L2;MAPK8;PSMA4;PSMB5;PSMC3;PSMB3;PSMD2;VDAC3;CYCS;VDAC1;SLC25A5;SPTBN2
Non-homologous end-joining	4/13	0.00801315552360796	0.067444058990367	6.3834657101375	30.8108865722075	FEN1;XRCC6;MRE11;PRKDC
Pyruvate metabolism	8/47	0.0103665658324855	0.083750194102751	2.9505565110808	13.4815927455257	LDHB;FH;PKLR;MDH2;GLO1;ACACA;ACAT2;ACAT1
Drug metabolism	14/108	0.0105033246729523	0.083750194102751	2.1459037196961	9.77687347538043	GSTM4;GSTM3;RRM1;GSTO2;GMPS;UCKL1;NME1;UCK2;IMPDH1;CYP2E1;HPRT1;TK1;UMPS;CES2
Oxidative phosphorylation	16/133	0.0130124635733127	0.0990267223058144	1.97097067228952	8.55765437067386	COX8A;COX4I1;NDUFA4L2;ATP5MC3;COX7A2;COX5B;COX6C;COX7B2;UQCRH;COX6B1;ATP5MC1;ATP5F1A;ATP5F1B;ATP6V0A4;CYC1;ATP6V1E2
Progesterone-mediated oocyte maturation	13/100	0.0130728346278303	0.0990267223058144	2.15209423152201	9.33410376345313	HSP90AB1;PLK1;ADCY3;KIF22;PKMYT1;CDC25A;MAPK12;MAD2L2;MAPK8;CDK2;BUB1;ANAPC1;MAD2L1
p53 signaling pathway	10/73	0.0197435906192471	0.145909950186143	2.283753140896	8.96356291593837	CCNE1;CDKN2A;CDK4;CHEK2;EI24;CHEK1;CDK2;PMAIP1;CYCS;GTSE1
Lysine degradation	9/63	0.0204693445130368	0.147671699701194	2.39724794238683	9.32248228829505	NSD3;SUV39H2;PRDM9;ECHS1;KMT5A;ACAT2;DHTKD1;ACAT1;EZH2
Propanoate metabolism	6/34	0.0212521952848966	0.149753841193574	3.07934675024744	11.8594729932239	LDHB;ECHS1;PCCB;ACACA;ACAT2;ACAT1
Synthesis and degradation of ketone bodies	3/10	0.0235178926260743	0.161952760584102	6.15141540487163	23.0677693785	HMGCS1;ACAT2;ACAT1
Cardiac muscle contraction	11/87	0.0257503857860834	0.173385930959628	2.08257748312047	7.62078759219875	COX8A;COX4I1;ATP2A2;ATP2A1;COX7A2;CYC1;COX5B;COX6C;COX7B2;UQCRH;COX6B1
Legionellosis	8/57	0.0308119379619187	0.202956895705682	2.34714332918981	8.16771391495824	BCL2L13;HSPA8;IL6;BNIP3;CYCS;CXCL1;HSPA1B;HSPA1A
Nucleotide excision repair	7/47	0.0315907209877156	0.203659328920805	2.51511941448382	8.68946554459066	RFC5;RFC3;RFC4;LIG1;RFC2;POLE2;RPA1
Butanoate metabolism	5/28	0.0328651357902037	0.207461169675661	3.12240802675585	10.6640940398644	ECHS1;HMGCS1;L2HGDH;ACAT2;ACAT1
Amino sugar and nucleotide sugar metabolism	7/48	0.0349786336050319	0.21629644861887	2.45364350407757	8.22711052150366	GPI;UGDH;CMAS;GNPDA1;GMDS;GNPNAT1;HK2
IL-17 signaling pathway	11/94	0.0422213196829577	0.255861197278724	1.90622148563341	6.03286690578831	S100A7A;FOSL1;MAPK8;IL6;HSP90AB1;SRSF1;CXCL1;S100A9;S100A8;MAPK12;HSP90B1
Cushing syndrome	16/155	0.046197620311078	0.274468214789345	1.65705387590626	5.09515398257998	SCARB1;FH;CDKN2B;CDKN2A;FZD9;ADCY3;ASH2L;POMC;CCNE1;CDK4;CDK2;WDR5;E2F1;DVL3;MEN1;ATF4
Ferroptosis	6/41	0.0484406674778073	0.282260043187992	2.46255361266909	7.45517317583634	TFRC;GSS;VDAC3;SLC7A11;GCLM;SLC39A14
Terpenoid backbone biosynthesis	4/22	0.0514664321253099	0.29423262139564	3.19019557605261	9.46475354425151	HMGCS1;FNTA;ACAT2;ACAT1
Phosphonate and phosphinate metabolism	2/6	0.053513442721889	0.300269873050599	7.17229470452801	20.9992050294227	PCYT2;SELENOI
Protein export	4/23	0.0592035420990793	0.326157695564018	3.02212872689025	8.54287462613127	IMMP2L;SPCS2;SRP72;SEC61G
Longevity regulating pathway	11/102	0.0685781757142159	0.371056915025132	1.737894254123	4.6571758860189	HSPA8;HDAC2;HDAC1;EIF4EBP1;ADCY3;SOD2;ADIPOR2;HSPA1B;ATF4;SOD1;HSPA1A
Proteasome	6/46	0.0769867564524345	0.39996401915981	2.15415704387991	5.52352117910812	PSMD11;PSMB5;PSMA4;PSMC3;PSMB3;PSMD2
Type II diabetes mellitus	6/46	0.0769867564524345	0.39996401915981	2.15415704387991	5.52352117910812	MAPK8;SOCS1;PKLR;CACNA1B;CACNA1E;HK2
Purine metabolism	13/129	0.0783017810503115	0.39996401915981	1.61155519376535	4.10492910302303	RRM1;PKLR;GMPS;ADCY3;PAICS;PFAS;APRT;NME1;IMPDH1;PPAT;HPRT1;GART;ADA
Apoptosis	14/142	0.0801986167787623	0.39996401915981	1.57301752517428	3.96911491532033	DFFA;PARP1;PARP2;CTSV;LMNB2;TUBA1C;TUBA1B;MAPK8;BCL2L11;PMAIP1;CYCS;CASP2;BIRC5;ATF4
Thermogenesis	21/232	0.0805208091377835	0.39996401915981	1.43274128537893	3.60941862474193	COX8A;CPT1A;COX4I1;ACTL6A;NDUFA4L2;ADCY3;ATP5MC3;COX7A2;COX5B;COX6C;COX7B2;UQCRH;MAPK12;COX6B1;ATP5MC1;NDUFAF8;ATP5F1A;ATP5F1B;ZNF516;CYC1;COA6
Folate biosynthesis	4/26	0.0858506855430501	0.419560608379745	2.60960100621899	6.40695070560543	DHFR;CBR1;MOCOS;PTS
Alanine, aspartate and glutamate metabolism	5/37	0.0906057490352206	0.435770507264633	2.24314903846154	5.38633384229582	GOT1;PPAT;GPT2;CAD;NAT8L
Fatty acid elongation	4/27	0.0958285376514298	0.453688232943488	2.49600641646894	5.85362114527477	ECHS1;ACOT7;ELOVL6;HACD3
Vibrio cholerae infection	6/50	0.105385121414434	0.491256796747284	1.95790468192316	4.4055475330851	ERO1A;SEC61G;ADCY3;ATP6V0A4;ATP6V1E2;PDIA4
Glycine, serine and threonine metabolism	5/40	0.116991272531831	0.537096296623405	2.05054945054945	4.39977361029448	SHMT2;CBS;PSAT1;SHMT1;PSPH
Citrate cycle (TCA cycle)	4/30	0.128766994318341	0.573770577624371	2.2076509194111	4.52513413540263	ACLY;FH;MDH2;ACO2
Pentose phosphate pathway	4/30	0.128766994318341	0.573770577624371	2.2076509194111	4.52513413540263	GPI;G6PD;TALDO1;ALDOC
Sulfur metabolism	2/10	0.135186267741117	0.59364404529795	3.58537989255564	7.17470976405629	ETHE1;BPNT2
Steroid biosynthesis	3/20	0.138328298531912	0.598763920788132	2.53158037408512	5.00778355210819	SQLE;SC5D;LBR
Small cell lung cancer	9/92	0.145513722977815	0.617983998469404	1.55722891566265	3.00153519091445	CDKN2B;LAMC3;CCNE1;CDK4;CDK2;CKS2;E2F1;CYCS;SKP2
FoxO signaling pathway	12/131	0.147480091059194	0.617983998469404	1.44873169685508	2.77296241689816	PLK4;IL6;MAPK8;CDKN2B;BCL2L11;PRMT1;BNIP3;PLK1;CDK2;SKP2;SOD2;MAPK12
Pathways in cancer	41/531	0.148887233954675	0.617983998469404	1.20512303022475	2.29523644398399	NOTCH3;FH;HDAC2;HSP90AB1;HDAC1;LAMC3;SLC2A1;ADCY3;HSP90B1;CRKL;MAPK8;BCL2L11;FRAT2;GNG4;E2F1;DVL3;RAC3;PMAIP1;ELOC;SKP2;IL12RB2;GSTM4;GSTM3;CDKN2B;JUP;GSTO2;CDKN2A;DCC;TXNRD1;FZD9;F2;IL6;RAD51;MSH2;CDK4;IL23A;CCNE1;CDK2;CKS2;BIRC5;CYCS
Mitophagy	7/68	0.153875976953348	0.63005974347114	1.6474020561267	3.08329143662635	BCL2L13;MAPK8;CSNK2A1;BNIP3;E2F1;PGAM5;ATF4
Adipocytokine signaling pathway	7/69	0.162278977469603	0.655607068977195	1.62074407276704	2.94722316398495	POMC;CPT1A;MAPK8;SLC2A1;PTPN11;PPARA;ADIPOR2
Insulin resistance	10/108	0.166854064317449	0.665220809055093	1.46536915924671	2.6239423521653	PPP1CB;PPP1CC;CPT1A;IL6;MAPK8;SLC2A1;PTPN11;PPARA;SLC27A2;SLC27A5
Central carbon metabolism in cancer	7/70	0.170882903237989	0.672435320533906	1.59493237459339	2.81788941082897	SLC7A5;LDHB;G6PD;SLC2A1;SLC1A5;HK2;PDK1
HIF-1 signaling pathway	10/109	0.173726810730179	0.674861841682619	1.45048945048945	2.5387500080864	LDHB;IL6;TFRC;EIF4EBP1;SLC2A1;ALDOC;ELOC;LTBR;HK2;PDK1
Adherens junction	7/71	0.179680558200817	0.68915454601073	1.56992729198767	2.69489744099938	YES1;CSNK2A1;SNAI1;RAC3;WASF1;SSX2IP;NECTIN1
mRNA surveillance pathway	9/98	0.189164798880965	0.716461675761653	1.45177902621723	2.41741052537617	GLE1;PPP1CB;PPP1CC;CPSF6;PPP2R1B;ALYREF;PABPC4;EIF4A3;PPP2R3B
Nicotinate and nicotinamide metabolism	4/35	0.192153423321656	0.71879613909212	1.85108229401701	3.05328832248932	NADK2;NAMPT;SIRT7;NADSYN1
Colorectal cancer	8/86	0.197992010909659	0.731604625678373	1.47219421544788	2.38426063379096	MAPK8;BCL2L11;MSH2;DCC;RAC3;BIRC5;PMAIP1;CYCS
Valine, leucine and isoleucine degradation	5/48	0.20190117165686	0.737060903759379	1.66833631484794	2.66929964948195	ECHS1;HMGCS1;PCCB;ACAT2;ACAT1
PPAR signaling pathway	7/74	0.207159079808546	0.747252395023682	1.49939056642826	2.36044300711804	CPT1A;HMGCS1;FABP7;APOA2;PPARA;SLC27A2;SLC27A5
Ether lipid metabolism	5/49	0.213727038805335	0.761874032447252	1.63033216783217	2.51569317773116	PLA2G2F;LPCAT4;PEDS1;PAFAH1B2;SELENOI
Chronic myeloid leukemia	7/76	0.22630107799317	0.797316588743377	1.45577365400505	2.16311800481532	HDAC2;HDAC1;CDKN2A;CDK4;E2F1;PTPN11;CRKL
Epstein-Barr virus infection	16/202	0.24599829647933	0.837577485273222	1.23519941273138	1.73228153745391	HDAC2;PSMD11;HDAC1;MAPK12;IL6;MAPK8;BCL2L11;PSMC3;CCNE1;CDK4;PSMD2;CDK2;E2F1;CYCS;CALR;SKP2
Antigen processing and presentation	7/78	0.246021109535699	0.837577485273222	1.41461403242258	1.98376692191328	HSPA8;HSP90AB1;NFYA;HSPA4;CALR;HSPA1B;HSPA1A
Synaptic vesicle cycle	7/78	0.246021109535699	0.837577485273222	1.41461403242258	1.98376692191328	SYT1;CACNA1B;ATP6V0A4;SLC17A8;CPLX2;ATP6V1E2;DNM1
Biosynthesis of unsaturated fatty acids	3/27	0.256807828363696	0.864586355491112	1.79253072196621	2.43681506212969	ACOT7;ELOVL6;HACD3
Aminoacyl-tRNA biosynthesis	6/66	0.260174228438682	0.86629440897715	1.43456505003849	1.9315037816546	NARS1;EPRS1;MARS2;NARS2;DARS2;TARS1
Nicotine addiction	4/40	0.263061813745311	0.866388364835101	1.59356050901016	2.12798690699103	GABRA5;CACNA1B;SLC17A8;GABRG2
Glycolysis / Gluconeogenesis	6/67	0.271435883263993	0.873785310457065	1.41097186991254	1.83994869498161	GPI;LDHB;TPI1;PKLR;ALDOC;HK2
Neomycin, kanamycin and gentamicin biosynthesis	1/5	0.286387432135349	0.873785310457065	3.5833972392638	4.48071476392219	HK2
Phagosome	12/152	0.289199441588717	0.873785310457065	1.23002983095791	1.52602263452742	SCARB1;TUBA1C;TUBA1B;TFRC;SEC61G;TUBB;CYBA;ATP6V0A4;CALR;TUBB4B;ATP6V1E2;FCAR
Tryptophan metabolism	4/42	0.292713270117259	0.873785310457065	1.50952708442898	1.85454723559665	ECHS1;ACAT2;ACAT1;DHTKD1
Renal cell carcinoma	6/69	0.294292043714847	0.873785310457065	1.36603247919645	1.67090723979622	FH;SLC2A1;RAPGEF1;PTPN11;ELOC;CRKL
Fluid shear stress and atherosclerosis	11/139	0.29802612321951	0.873785310457065	1.23307694165379	1.49273105142476	GSTM4;GSTM3;IL1A;MAPK8;HSP90AB1;GSTO2;IL1R2;RAC3;CYBA;MAPK12;HSP90B1
Measles	11/139	0.29802612321951	0.873785310457065	1.23307694165379	1.49273105142476	HSPA8;IL1A;IL6;MAPK8;CSNK2A1;CCNE1;CDK4;CDK2;CYCS;HSPA1B;HSPA1A
Chemical carcinogenesis	18/239	0.298134868651462	0.873785310457065	1.16912951302092	1.4148914276752	GSTM4;GSTM3;CBR1;HSP90AB1;GSTO2;CACNA1B;ADCY3;CDC6;CDC25A;HSP90B1;EIF4EBP1;E2F1;BIRC5;KPNA4;CYP2E1;PPARA;KPNA2;ATF4
Selenocompound metabolism	2/17	0.30560837674043	0.873785310457065	1.9114863136352	2.26597300122195	MARS2;TXNRD1
Epithelial cell signaling in Helicobacter pylori infection	6/70	0.305861649350789	0.873785310457065	1.34461605080831	1.59286230068234	MAPK8;CXCL1;ATP6V0A4;PTPN11;ATP6V1E2;MAPK12
Ubiquitin mediated proteolysis	11/140	0.306112650593034	0.873785310457065	1.22345230820843	1.44832541853806	CDC20;KLHL9;SOCS1;UBE2S;CBLC;UBE2O;ELOC;SKP2;PRPF19;PIAS2;ANAPC1
Fat digestion and absorption	4/43	0.307702689653058	0.873785310457065	1.47074242692997	1.73344828580185	PLA2G2F;SCARB1;ACAT2;ACAT1
Fatty acid degradation	4/43	0.307702689653058	0.873785310457065	1.47074242692997	1.73344828580185	CPT1A;ECHS1;ACAT2;ACAT1
Porphyrin and chlorophyll metabolism	4/43	0.307702689653058	0.873785310457065	1.47074242692997	1.73344828580185	FECH;EPRS1;MMAB;HMBS
Glycerophospholipid metabolism	8/98	0.308564449567346	0.873785310457065	1.27507924269682	1.4992694700742	PLA2G2F;DGKE;PTDSS1;PCYT2;GPAT4;LPCAT4;SELENOI;PISD
Phenylalanine, tyrosine and tryptophan biosynthesis	1/6	0.332962227796338	0.924808480161655	2.86656441717791	3.15243606658801	GOT1
Vitamin B6 metabolism	1/6	0.332962227796338	0.924808480161655	2.86656441717791	3.15243606658801	PSAT1
Ribosome	12/158	0.335739052203901	0.924808480161655	1.17909925944761	1.28689375309523	MRPL3;RPS17;MRPS12;MRPS18A;MRPL28;MRPS10;MRPS2;MRPL36;MRPL15;MRPS7;MRPL21;RPL3L
Thyroid hormone synthesis	6/75	0.364636207909025	0.994399558338449	1.24684539947117	1.25788635648458	TG;ADCY3;TTF2;PDIA4;ATF4;HSP90B1
Hepatitis B	12/162	0.367566833445235	0.994399558338449	1.14740912606342	1.14838455823817	IL6;MAPK8;YWHAQ;CCNE1;CDK2;VDAC3;E2F1;CYCS;BIRC5;YWHAZ;MAPK12;ATF4
